description	bettype	bet_kumiban	betcnt	hitcnt	betamt	hitamt	incomeamt	hitrate	incomerate	daily_betamt	daily_hitamt	daily_incomeamt
0028	3T	165	7	0	700	0	-700	0.00	0.00	1	0	-1
0028	3T	213	23	2	2300	8330	6030	0.09	3.62	4	14	10
0028	3T	214	3	0	300	0	-300	0.00	0.00	0	0	0
0028	3T	215	17	0	1700	0	-1700	0.00	0.00	3	0	-3
0028	3T	216	22	2	2200	7500	5300	0.09	3.41	3	13	10
0028	3T	231	30	2	3000	5660	2660	0.07	1.89	5	10	5
0028	3T	234	71	4	7100	5080	-2020	0.06	0.72	12	8	-4
0028	3T	235	88	6	8800	7860	-940	0.07	0.89	15	13	-2
0028	3T	236	94	1	9400	780	-8620	0.01	0.08	16	1	-15
0028	3T	243	4	0	400	0	-400	0.00	0.00	0	0	0
0028	3T	245	42	0	4200	0	-4200	0.00	0.00	7	0	-7
0028	3T	246	44	1	4400	6240	1840	0.02	1.42	7	11	4
0028	3T	251	6	0	600	0	-600	0.00	0.00	1	0	-1
0028	3T	253	12	1	1200	930	-270	0.08	0.78	2	1	-1
0028	3T	254	1	0	100	0	-100	0.00	0.00	0	0	0
0028	3T	256	28	1	2800	710	-2090	0.04	0.25	4	1	-3
0028	3T	261	7	0	700	0	-700	0.00	0.00	1	0	-1
0028	3T	263	6	0	600	0	-600	0.00	0.00	1	0	-1
0039	1T	1	66415	38429	6641500	6113090	-528410	0.58	0.92	11754	10819	-935
0039	1T	2	5854	2355	585400	524190	-61210	0.40	0.90	1036	927	-109
0039	2F	12	36659	12190	3665900	3104650	-561250	0.33	0.85	6488	5494	-994
0039	2F	13	15735	4981	1573500	1251100	-322400	0.32	0.80	2784	2214	-570
0039	2F	14	8361	2478	836100	655250	-180850	0.30	0.78	1479	1159	-320
0039	2F	15	2563	558	256300	213490	-42810	0.22	0.83	453	377	-76
0039	2F	16	2062	395	206200	177810	-28390	0.19	0.86	364	314	-50
0039	2F	23	316	72	31600	21510	-10090	0.23	0.68	55	38	-17
0039	2F	24	208	46	20800	14800	-6000	0.22	0.71	36	26	-10
0039	2F	25	247	46	24700	16610	-8090	0.19	0.67	43	29	-14
0039	2F	26	390	68	39000	29540	-9460	0.17	0.76	69	52	-17
0039	2T	12	36562	9169	3656200	2977610	-678590	0.25	0.81	6471	5270	-1201
0039	2T	13	15735	3560	1573500	1201240	-372260	0.23	0.76	2784	2126	-658
0039	2T	14	8361	1772	836100	665660	-170440	0.21	0.80	1479	1178	-301
0039	2T	15	2563	387	256300	219690	-36610	0.15	0.86	453	388	-65
0039	2T	16	2062	273	206200	179460	-26740	0.13	0.87	364	317	-47
0039	2T	21	97	11	9700	9380	-320	0.11	0.97	17	16	-1
0039	2T	23	316	41	31600	20450	-11150	0.13	0.65	55	36	-19
0039	2T	24	208	26	20800	13470	-7330	0.13	0.65	36	23	-13
0039	2T	25	247	26	24700	17430	-7270	0.11	0.71	43	30	-13
0039	2T	26	390	37	39000	25610	-13390	0.09	0.66	69	45	-24
0039	3F	123	9623	2572	962300	796960	-165340	0.27	0.83	1703	1410	-293
0039	3F	124	14160	2949	1416000	1033000	-383000	0.21	0.73	2506	1828	-678
0039	3F	125	6051	1129	605100	499460	-105640	0.19	0.83	1070	884	-186
0039	3F	126	5165	770	516500	440980	-75520	0.15	0.85	914	780	-134
0039	3F	134	5230	1223	523000	410030	-112970	0.23	0.78	925	725	-200
0039	3F	135	3201	619	320100	218650	-101450	0.19	0.68	566	386	-180
0039	3F	136	3110	494	311000	243150	-67850	0.16	0.78	550	430	-120
0039	3F	145	1151	213	115100	95560	-19540	0.19	0.83	203	169	-34
0039	3F	146	1052	152	105200	79040	-26160	0.14	0.75	186	139	-47
0039	3F	156	401	57	40100	34650	-5450	0.14	0.86	70	61	-9
0039	3F	234	80	16	8000	4490	-3510	0.20	0.56	14	7	-7
0039	3F	235	71	12	7100	4200	-2900	0.17	0.59	12	7	-5
0039	3F	236	89	18	8900	7340	-1560	0.20	0.82	15	12	-3
0039	3F	245	28	3	2800	1560	-1240	0.11	0.56	4	2	-2
0039	3F	246	34	6	3400	2620	-780	0.18	0.77	6	4	-2
0039	3F	256	35	3	3500	1170	-2330	0.09	0.33	6	2	-4
0039	3T	123	9477	1159	947700	851010	-96690	0.12	0.90	1677	1506	-171
0039	3T	124	14085	1243	1408500	1032360	-376140	0.09	0.73	2492	1827	-665
0039	3T	125	6022	461	602200	518760	-83440	0.08	0.86	1065	918	-147
0039	3T	126	5101	313	510100	448230	-61870	0.06	0.88	902	793	-109
0039	3T	132	135	14	13500	10540	-2960	0.10	0.78	23	18	-5
0039	3T	134	5127	512	512700	404120	-108580	0.10	0.79	907	715	-192
0039	3T	135	3146	238	314600	203540	-111060	0.08	0.65	556	360	-196
0039	3T	136	3084	203	308400	265250	-43150	0.07	0.86	545	469	-76
0039	3T	142	60	4	6000	3370	-2630	0.07	0.56	10	5	-5
0039	3T	143	103	10	10300	10380	80	0.10	1.01	18	18	0
0039	3T	145	1121	71	112100	92690	-19410	0.06	0.83	198	164	-34
0039	3T	146	1019	61	101900	83340	-18560	0.06	0.82	180	147	-33
0039	3T	152	16	0	1600	0	-1600	0.00	0.00	2	0	-2
0039	3T	153	55	3	5500	4690	-810	0.05	0.85	9	8	-1
0039	3T	154	30	3	3000	3180	180	0.10	1.06	5	5	0
0039	3T	156	394	18	39400	34260	-5140	0.05	0.87	69	60	-9
0039	3T	162	7	0	700	0	-700	0.00	0.00	1	0	-1
0039	3T	163	26	1	2600	630	-1970	0.04	0.24	4	1	-3
0039	3T	164	33	3	3300	15330	12030	0.09	4.65	5	27	22
0039	3T	165	7	0	700	0	-700	0.00	0.00	1	0	-1
0039	3T	213	10	0	1000	0	-1000	0.00	0.00	1	0	-1
0039	3T	214	15	0	1500	0	-1500	0.00	0.00	2	0	-2
0039	3T	215	13	2	1300	5360	4060	0.15	4.12	2	9	7
0039	3T	216	57	3	5700	9950	4250	0.05	1.75	10	17	7
0039	3T	231	1	0	100	0	-100	0.00	0.00	0	0	0
0039	3T	234	77	4	7700	3720	-3980	0.05	0.48	13	6	-7
0039	3T	235	66	3	6600	3460	-3140	0.05	0.52	11	6	-5
0039	3T	236	87	6	8700	7100	-1600	0.07	0.82	15	12	-3
0039	3T	243	3	0	300	0	-300	0.00	0.00	0	0	0
0039	3T	245	27	0	2700	0	-2700	0.00	0.00	4	0	-4
0039	3T	246	34	2	3400	2480	-920	0.06	0.73	6	4	-2
0039	3T	253	5	0	500	0	-500	0.00	0.00	0	0	0
0039	3T	254	1	0	100	0	-100	0.00	0.00	0	0	0
0039	3T	256	33	0	3300	0	-3300	0.00	0.00	5	0	-5
0039	3T	263	2	0	200	0	-200	0.00	0.00	0	0	0
0039	3T	265	2	0	200	0	-200	0.00	0.00	0	0	0
0047	1T	1	22959	15481	2295900	2195370	-100530	0.67	0.96	4063	3885	-178
0047	1T	2	12310	3232	1231000	1143490	-87510	0.26	0.93	2178	2023	-155
0047	2F	12	8854	3025	885400	782280	-103120	0.34	0.88	1567	1384	-183
0047	2F	13	4825	1364	482500	430060	-52440	0.28	0.89	853	761	-92
0047	2F	14	4590	1033	459000	379190	-79810	0.23	0.83	812	671	-141
0047	2F	15	3512	462	351200	293360	-57840	0.13	0.84	621	519	-102
0047	2F	16	2730	251	273000	225360	-47640	0.09	0.83	483	398	-85
0047	2F	23	1978	201	197800	138360	-59440	0.10	0.70	350	244	-106
0047	2F	24	1813	169	181300	143460	-37840	0.09	0.79	320	253	-67
0047	2F	25	1829	130	182900	141500	-41400	0.07	0.77	323	250	-73
0047	2F	26	1871	113	187100	132280	-54820	0.06	0.71	331	234	-97
0047	2T	12	5853	1642	585300	507000	-78300	0.28	0.87	1035	897	-138
0047	2T	13	4825	1107	482500	434310	-48190	0.23	0.90	853	768	-85
0047	2T	14	4590	856	459000	384410	-74590	0.19	0.84	812	680	-132
0047	2T	15	3512	368	351200	283870	-67330	0.10	0.81	621	502	-119
0047	2T	16	2730	200	273000	229460	-43540	0.07	0.84	483	406	-77
0047	2T	21	3001	404	300100	325480	25380	0.13	1.08	531	576	45
0047	2T	23	1978	123	197800	149160	-48640	0.06	0.75	350	264	-86
0047	2T	24	1813	105	181300	177860	-3440	0.06	0.98	320	314	-6
0047	2T	25	1829	83	182900	120420	-62480	0.05	0.66	323	213	-110
0047	2T	26	1871	74	187100	144310	-42790	0.04	0.77	331	255	-76
0047	3F	123	3596	820	359600	291320	-68280	0.23	0.81	636	515	-121
0047	3F	124	3382	645	338200	261570	-76630	0.19	0.77	598	462	-136
0047	3F	125	2764	351	276400	210750	-65650	0.13	0.76	489	373	-116
0040	1T	1	62187	37062	6218700	5732370	-486330	0.60	0.92	11006	10145	-861
0040	1T	2	8003	3039	800300	711680	-88620	0.38	0.89	1416	1259	-157
0040	2F	12	30714	10540	3071400	2598990	-472410	0.34	0.85	5436	4599	-837
0040	2F	13	16367	5129	1636700	1296750	-339950	0.31	0.79	2896	2295	-601
0040	2F	14	8704	2509	870400	676020	-194380	0.29	0.78	1540	1196	-344
0040	2F	15	2449	582	244900	202210	-42690	0.24	0.83	433	357	-76
0040	2F	16	1945	397	194500	167590	-26910	0.20	0.86	344	296	-48
0040	2F	23	635	166	63500	59640	-3860	0.26	0.94	112	105	-7
0040	2F	24	447	88	44700	32900	-11800	0.20	0.74	79	58	-21
0040	2F	25	335	66	33500	31020	-2480	0.20	0.93	59	54	-5
0040	2F	26	416	75	41600	34230	-7370	0.18	0.82	73	60	-13
0040	2T	12	30521	7996	3052100	2489020	-563080	0.26	0.82	5401	4405	-996
0040	2T	13	16367	3718	1636700	1249550	-387150	0.23	0.76	2896	2211	-685
0040	2T	14	8704	1833	870400	680380	-190020	0.21	0.78	1540	1204	-336
0040	2T	15	2449	409	244900	207970	-36930	0.17	0.85	433	368	-65
0040	2T	16	1945	276	194500	167850	-26650	0.14	0.86	344	297	-47
0040	2T	21	193	16	19300	10820	-8480	0.08	0.56	34	19	-15
0040	2T	23	635	90	63500	55410	-8090	0.14	0.87	112	98	-14
0040	2T	24	447	48	44700	31360	-13340	0.11	0.70	79	55	-24
0040	2T	25	335	43	33500	33020	-480	0.13	0.99	59	58	-1
0040	2T	26	416	40	41600	32080	-9520	0.10	0.77	73	56	-17
0040	3F	123	5737	1645	573700	470110	-103590	0.29	0.82	1015	832	-183
0040	3F	124	10659	2415	1065900	806160	-259740	0.23	0.76	1886	1426	-460
0040	3F	125	6255	1130	625500	502450	-123050	0.18	0.80	1107	889	-218
0040	3F	126	7145	928	714500	619080	-95420	0.13	0.87	1264	1095	-169
0040	3F	134	4815	1106	481500	372970	-108530	0.23	0.77	852	660	-192
0040	3F	135	4066	743	406600	290480	-116120	0.18	0.71	719	514	-205
0040	3F	136	4256	536	425600	309310	-116290	0.13	0.73	753	547	-206
0040	3F	145	1742	302	174200	127140	-47060	0.17	0.73	308	225	-83
0040	3F	146	1427	221	142700	131250	-11450	0.15	0.92	252	232	-20
0040	3F	156	347	53	34700	28880	-5820	0.15	0.83	61	51	-10
0040	3F	234	128	22	12800	7800	-5000	0.17	0.61	22	13	-9
0040	3F	235	196	30	19600	14700	-4900	0.15	0.75	34	26	-8
0040	3F	236	188	22	18800	10590	-8210	0.12	0.56	33	18	-15
0040	3F	245	103	10	10300	4210	-6090	0.10	0.41	18	7	-11
0040	3F	246	96	18	9600	10600	1000	0.19	1.10	16	18	2
0040	3F	256	39	7	3900	4270	370	0.18	1.09	6	7	1
0040	3T	123	5657	756	565700	475050	-90650	0.13	0.84	1001	840	-161
0040	3T	124	10594	1068	1059400	811980	-247420	0.10	0.77	1875	1437	-438
0040	3T	125	6214	478	621400	514220	-107180	0.08	0.83	1099	910	-189
0040	3T	126	7048	401	704800	610680	-94120	0.06	0.87	1247	1080	-167
0040	3T	132	62	3	6200	2070	-4130	0.05	0.33	10	3	-7
0040	3T	134	4724	479	472400	380560	-91840	0.10	0.81	836	673	-163
0040	3T	135	4022	314	402200	289690	-112510	0.08	0.72	711	512	-199
0040	3T	136	4228	235	422800	307780	-115020	0.06	0.73	748	544	-204
0040	3T	142	17	0	1700	0	-1700	0.00	0.00	3	0	-3
0040	3T	143	91	5	9100	8110	-990	0.05	0.89	16	14	-2
0040	3T	145	1671	99	167100	106740	-60360	0.06	0.64	295	188	-107
0040	3T	146	1358	99	135800	140800	5000	0.07	1.04	240	249	9
0040	3T	152	10	1	1000	1160	160	0.10	1.16	1	2	1
0040	3T	153	44	2	4400	2300	-2100	0.05	0.52	7	4	-3
0040	3T	154	71	4	7100	6250	-850	0.06	0.88	12	11	-1
0040	3T	156	339	17	33900	25130	-8770	0.05	0.74	60	44	-16
0040	3T	162	3	0	300	0	-300	0.00	0.00	0	0	0
0040	3T	163	28	0	2800	0	-2800	0.00	0.00	4	0	-4
0040	3T	164	69	2	6900	3820	-3080	0.03	0.55	12	6	-6
0040	3T	165	8	0	800	0	-800	0.00	0.00	1	0	-1
0040	3T	213	18	1	1800	2190	390	0.06	1.22	3	3	0
0040	3T	214	48	2	4800	3200	-1600	0.04	0.67	8	5	-3
0040	3T	215	31	0	3100	0	-3100	0.00	0.00	5	0	-5
0040	3T	216	94	4	9400	15250	5850	0.04	1.62	16	26	10
0040	3T	234	126	7	12600	12220	-380	0.06	0.97	22	21	-1
0040	3T	235	190	8	19000	16930	-2070	0.04	0.89	33	29	-4
0040	3T	236	188	9	18800	10420	-8380	0.05	0.55	33	18	-15
0040	3T	243	2	0	200	0	-200	0.00	0.00	0	0	0
0040	3T	245	101	5	10100	9040	-1060	0.05	0.90	17	16	-1
0040	3T	246	91	4	9100	3800	-5300	0.04	0.42	16	6	-10
0040	3T	253	6	0	600	0	-600	0.00	0.00	1	0	-1
0040	3T	254	2	0	200	0	-200	0.00	0.00	0	0	0
0040	3T	256	39	1	3900	770	-3130	0.03	0.20	6	1	-5
0040	3T	264	5	1	500	1460	960	0.20	2.92	0	2	2
0047	3F	126	2403	261	240300	215690	-24610	0.11	0.90	425	381	-44
0047	3F	134	2064	348	206400	168400	-38000	0.17	0.82	365	298	-67
0047	3F	135	1610	189	161000	127420	-33580	0.12	0.79	284	225	-59
0047	3F	136	1312	114	131200	111990	-19210	0.09	0.85	232	198	-34
0047	3F	145	1522	149	152200	130350	-21850	0.10	0.86	269	230	-39
0047	3F	146	1198	88	119800	96150	-23650	0.07	0.80	212	170	-42
0047	3F	156	972	48	97200	64570	-32630	0.05	0.66	172	114	-58
0047	3F	234	707	55	70700	42710	-27990	0.08	0.60	125	75	-50
0047	3F	235	654	34	65400	35820	-29580	0.05	0.55	115	63	-52
0047	3F	236	681	28	68100	26650	-41450	0.04	0.39	120	47	-73
0047	3F	245	569	28	56900	38480	-18420	0.05	0.68	100	68	-32
0047	3F	246	574	27	57400	36000	-21400	0.05	0.63	101	63	-38
0047	3F	256	552	16	55200	36240	-18960	0.03	0.66	97	64	-33
0047	3T	123	1511	175	151100	134030	-17070	0.12	0.89	267	237	-30
0047	3T	124	1376	119	137600	107260	-30340	0.09	0.78	243	189	-54
0047	3T	125	1036	59	103600	68280	-35320	0.06	0.66	183	120	-63
0047	3T	126	915	58	91500	120410	28910	0.06	1.32	161	213	52
0047	3T	132	1074	105	107400	109710	2310	0.10	1.02	190	194	4
0047	3T	134	1102	102	110200	101240	-8960	0.09	0.92	195	179	-16
0047	3T	135	935	57	93500	76960	-16540	0.06	0.82	165	136	-29
0047	3T	136	755	33	75500	66620	-8880	0.04	0.88	133	117	-16
0047	3T	142	1024	82	102400	101150	-1250	0.08	0.99	181	179	-2
0047	3T	143	962	49	96200	76850	-19350	0.05	0.80	170	136	-34
0047	3T	145	852	38	85200	75190	-10010	0.04	0.88	150	133	-17
0047	3T	146	707	36	70700	84770	14070	0.05	1.20	125	150	25
0047	3T	152	736	29	73600	49450	-24150	0.04	0.67	130	87	-43
0047	3T	153	675	17	67500	40280	-27220	0.03	0.60	119	71	-48
0047	3T	154	670	12	67000	47870	-19130	0.02	0.71	118	84	-34
0047	3T	156	604	16	60400	64450	4050	0.03	1.07	106	114	8
0047	3T	162	532	18	53200	50560	-2640	0.03	0.95	94	89	-5
0047	3T	163	557	11	55700	35190	-20510	0.02	0.63	98	62	-36
0047	3T	164	491	8	49100	24090	-25010	0.02	0.49	86	42	-44
0047	3T	165	368	1	36800	8020	-28780	0.00	0.22	65	14	-51
0047	3T	213	602	27	60200	69810	9610	0.04	1.16	106	123	17
0047	3T	214	581	26	58100	53790	-4310	0.04	0.93	102	95	-7
0047	3T	215	543	22	54300	93580	39280	0.04	1.72	96	165	69
0047	3T	216	512	12	51200	37060	-14140	0.02	0.72	90	65	-25
0047	3T	231	409	11	40900	51750	10850	0.03	1.27	72	91	19
0047	3T	234	378	11	37800	49630	11830	0.03	1.31	66	87	21
0047	3T	235	342	7	34200	9680	-24520	0.02	0.28	60	17	-43
0047	3T	236	339	3	33900	3620	-30280	0.01	0.11	60	6	-54
0047	3T	241	401	10	40100	37790	-2310	0.02	0.94	70	66	-4
0047	3T	243	329	5	32900	8170	-24730	0.02	0.25	58	14	-44
0047	3T	245	299	7	29900	106970	77070	0.02	3.58	52	189	137
0047	3T	246	285	5	28500	65430	36930	0.02	2.30	50	115	65
0047	3T	251	449	0	44900	0	-44900	0.00	0.00	79	0	-79
0047	3T	253	312	2	31200	4790	-26410	0.01	0.15	55	8	-47
0047	3T	254	270	4	27000	15660	-11340	0.01	0.58	47	27	-20
0047	3T	256	296	1	29600	1380	-28220	0.00	0.05	52	2	-50
0047	3T	261	444	6	44400	34960	-9440	0.01	0.79	78	61	-17
0047	3T	263	342	5	34200	20990	-13210	0.01	0.61	60	37	-23
0047	3T	264	289	4	28900	13940	-14960	0.01	0.48	51	24	-27
0047	3T	265	256	2	25600	6380	-19220	0.01	0.25	45	11	-34
0048	1T	1	22234	15563	2223400	2020270	-203130	0.70	0.91	3935	3575	-360
0048	1T	2	9577	3137	957700	838630	-119070	0.33	0.88	1695	1484	-211
0048	2F	12	8490	3202	849000	692960	-156040	0.38	0.82	1502	1226	-276
0048	2F	13	4829	1509	482900	394100	-88800	0.31	0.82	854	697	-157
0048	2F	14	3830	898	383000	290530	-92470	0.23	0.76	677	514	-163
0048	2F	15	3122	460	312200	264460	-47740	0.15	0.85	552	468	-84
0048	2F	16	2386	240	238600	200570	-38030	0.10	0.84	422	354	-68
0048	2F	23	803	146	80300	58800	-21500	0.18	0.73	142	104	-38
0048	2F	24	1211	171	121100	83310	-37790	0.14	0.69	214	147	-67
0048	2F	25	1884	206	188400	149070	-39330	0.11	0.79	333	263	-70
0048	2F	26	1811	131	181100	126050	-55050	0.07	0.70	320	223	-97
0048	2T	12	7675	2353	767500	598100	-169400	0.31	0.78	1358	1058	-300
0048	2T	13	4829	1190	482900	367200	-115700	0.25	0.76	854	649	-205
0048	2T	14	3830	733	383000	285200	-97800	0.19	0.74	677	504	-173
0048	2T	15	3122	384	312200	269040	-43160	0.12	0.86	552	476	-76
0048	2T	16	2386	213	238600	219310	-19290	0.09	0.92	422	388	-34
0048	2T	21	815	111	81500	73720	-7780	0.14	0.90	144	130	-14
0048	2T	23	803	80	80300	51970	-28330	0.10	0.65	142	91	-51
0048	2T	24	1211	114	121100	84040	-37060	0.09	0.69	214	148	-66
0048	2T	25	1884	140	188400	136760	-51640	0.07	0.73	333	242	-91
0048	2T	26	1811	89	181100	117690	-63410	0.05	0.65	320	208	-112
0048	3F	123	1774	539	177400	149190	-28210	0.30	0.84	313	264	-49
0048	3F	124	3159	700	315900	240700	-75200	0.22	0.76	559	426	-133
0048	3F	125	2014	276	201400	145400	-56000	0.14	0.72	356	257	-99
0048	3F	126	3106	266	310600	224180	-86420	0.09	0.72	549	396	-153
0048	3F	134	1365	261	136500	104390	-32110	0.19	0.76	241	184	-57
0048	3F	135	1060	138	106000	80000	-26000	0.13	0.75	187	141	-46
0048	3F	136	1552	144	155200	127120	-28080	0.09	0.82	274	224	-50
0048	3F	145	975	105	97500	71490	-26010	0.11	0.73	172	126	-46
0048	3F	146	1090	83	109000	77180	-31820	0.08	0.71	192	136	-56
0048	3F	156	994	40	99400	61360	-38040	0.04	0.62	175	108	-67
0048	3F	234	122	10	12200	10100	-2100	0.08	0.83	21	17	-4
0048	3F	235	138	12	13800	8130	-5670	0.09	0.59	24	14	-10
0048	3F	236	152	11	15200	12900	-2300	0.07	0.85	26	22	-4
0048	3F	245	168	13	16800	9370	-7430	0.08	0.56	29	16	-13
0048	3F	246	197	15	19700	15810	-3890	0.08	0.80	34	27	-7
0048	3F	256	334	15	33400	16800	-16600	0.04	0.50	59	29	-30
0048	3T	123	1106	175	110600	90270	-20330	0.16	0.82	195	159	-36
0048	3T	124	2246	234	224600	157020	-67580	0.10	0.70	397	277	-120
0048	3T	125	1174	98	117400	89900	-27500	0.08	0.77	207	159	-48
0048	3T	126	2423	102	242300	172530	-69770	0.04	0.71	428	305	-123
0048	3T	132	294	32	29400	23360	-6040	0.11	0.79	52	41	-11
0048	3T	134	1242	124	124200	98950	-25250	0.10	0.80	219	175	-44
0048	3T	135	889	52	88900	63390	-25510	0.06	0.71	157	112	-45
0048	3T	136	1469	68	146900	122280	-24620	0.05	0.83	260	216	-44
0048	3T	142	216	18	21600	17300	-4300	0.08	0.80	38	30	-8
0048	3T	143	123	8	12300	9340	-2960	0.07	0.76	21	16	-5
0048	3T	145	709	28	70900	42690	-28210	0.04	0.60	125	75	-50
0048	3T	146	968	35	96800	60920	-35880	0.04	0.63	171	107	-64
0048	3T	152	137	6	13700	12890	-810	0.04	0.94	24	22	-2
0048	3T	153	171	7	17100	15660	-1440	0.04	0.92	30	27	-3
0048	3T	154	266	7	26600	28390	1790	0.03	1.07	47	50	3
0048	3T	156	930	20	93000	69390	-23610	0.02	0.75	164	122	-42
0048	3T	162	61	2	6100	2110	-3990	0.03	0.35	10	3	-7
0048	3T	163	83	3	8300	6340	-1960	0.04	0.76	14	11	-3
0048	3T	164	122	2	12200	5150	-7050	0.02	0.42	21	9	-12
0048	3T	165	64	2	6400	14550	8150	0.03	2.27	11	25	14
0048	3T	213	58	5	5800	4180	-1620	0.09	0.72	10	7	-3
0048	3T	214	122	5	12200	7900	-4300	0.04	0.65	21	13	-8
0048	3T	215	131	3	13100	8720	-4380	0.02	0.67	23	15	-8
0048	3T	216	229	3	22900	15610	-7290	0.01	0.68	40	27	-13
0048	3T	231	316	11	31600	28430	-3170	0.03	0.90	55	50	-5
0048	3T	234	119	2	11900	6320	-5580	0.02	0.53	21	11	-10
0048	3T	235	122	1	12200	1000	-11200	0.01	0.08	21	1	-20
0048	3T	236	129	6	12900	26380	13480	0.05	2.04	22	46	24
0048	3T	241	575	25	57500	48020	-9480	0.04	0.84	101	84	-17
0048	3T	243	3	0	300	0	-300	0.00	0.00	0	0	0
0048	3T	245	105	2	10500	3880	-6620	0.02	0.37	18	6	-12
0048	3T	246	161	5	16100	19500	3400	0.03	1.21	28	34	6
0048	3T	251	572	13	57200	33510	-23690	0.02	0.59	101	59	-42
0048	3T	253	16	0	1600	0	-1600	0.00	0.00	2	0	-2
0048	3T	254	63	1	6300	1540	-4760	0.02	0.24	11	2	-9
0048	3T	256	296	6	29600	8050	-21550	0.02	0.27	52	14	-38
0048	3T	261	393	3	39300	8720	-30580	0.01	0.22	69	15	-54
0048	3T	263	23	1	2300	1140	-1160	0.04	0.50	4	2	-2
0048	3T	264	36	0	3600	0	-3600	0.00	0.00	6	0	-6
0048	3T	265	38	0	3800	0	-3800	0.00	0.00	6	0	-6
0049	1T	1	22264	15937	2226400	2030510	-195890	0.72	0.91	3940	3593	-347
0049	1T	2	9925	3313	992500	843280	-149220	0.33	0.85	1756	1492	-264
0049	2F	12	8764	3412	876400	723650	-152750	0.39	0.83	1551	1280	-271
0049	2F	13	4853	1572	485300	395000	-90300	0.32	0.81	858	699	-159
0049	2F	14	4107	976	410700	309000	-101700	0.24	0.75	726	546	-180
0049	2F	15	2958	446	295800	248720	-47080	0.15	0.84	523	440	-83
0049	2F	16	2079	219	207900	174790	-33110	0.11	0.84	367	309	-58
0049	2F	23	815	150	81500	63970	-17530	0.18	0.78	144	113	-31
0049	2F	24	1291	184	129100	88800	-40300	0.14	0.69	228	157	-71
0049	2F	25	1796	198	179600	128070	-51530	0.11	0.71	317	226	-91
0049	2F	26	1803	126	180300	120490	-59810	0.07	0.67	319	213	-106
0049	2T	12	7881	2524	788100	627230	-160870	0.32	0.80	1394	1110	-284
0049	2T	13	4853	1283	485300	382200	-103100	0.26	0.79	858	676	-182
0049	2T	14	4107	796	410700	294040	-116660	0.19	0.72	726	520	-206
0049	2T	15	2958	376	295800	250510	-45290	0.13	0.85	523	443	-80
0049	2T	16	2079	187	207900	175150	-32750	0.09	0.84	367	310	-57
0049	2T	21	883	129	88300	75080	-13220	0.15	0.85	156	132	-24
0049	2T	23	815	86	81500	66980	-14520	0.11	0.82	144	118	-26
0049	2T	24	1291	119	129100	87940	-41160	0.09	0.68	228	155	-73
0049	2T	25	1796	144	179600	120970	-58630	0.08	0.67	317	214	-103
0049	2T	26	1803	100	180300	134930	-45370	0.06	0.75	319	238	-81
0049	3F	123	1563	473	156300	121980	-34320	0.30	0.78	276	215	-61
0049	3F	124	3199	702	319900	232530	-87370	0.22	0.73	566	411	-155
0049	3F	125	2049	297	204900	156000	-48900	0.14	0.76	362	276	-86
0049	3F	126	3225	295	322500	258020	-64480	0.09	0.80	570	456	-114
0049	3F	134	1464	263	146400	108950	-37450	0.18	0.74	259	192	-67
0049	3F	135	1086	133	108600	66070	-42530	0.12	0.61	192	116	-76
0049	3F	136	1578	134	157800	121390	-36410	0.08	0.77	279	214	-65
0049	3F	145	1078	95	107800	59710	-48090	0.09	0.55	190	105	-85
0049	3F	146	1262	106	126200	100910	-25290	0.08	0.80	223	178	-45
0049	3F	156	1038	44	103800	70340	-33460	0.04	0.68	183	124	-59
0049	3F	234	116	15	11600	9620	-1980	0.13	0.83	20	17	-3
0049	3F	235	140	13	14000	7870	-6130	0.09	0.56	24	13	-11
0049	3F	236	170	7	17000	8890	-8110	0.04	0.52	30	15	-15
0049	3F	245	206	14	20600	8350	-12250	0.07	0.41	36	14	-22
0049	3F	246	183	4	18300	2350	-15950	0.02	0.13	32	4	-28
0049	3F	256	278	18	27800	16480	-11320	0.06	0.59	49	29	-20
0049	3T	123	1017	170	101700	85620	-16080	0.17	0.84	180	151	-29
0049	3T	124	2293	252	229300	158700	-70600	0.11	0.69	405	280	-125
0049	3T	125	1257	104	125700	90410	-35290	0.08	0.72	222	160	-62
0049	3T	126	2638	136	263800	212840	-50960	0.05	0.81	466	376	-90
0049	3T	132	165	20	16500	13790	-2710	0.12	0.84	29	24	-5
0049	3T	134	1393	132	139300	113730	-25570	0.09	0.82	246	201	-45
0049	3T	135	913	57	91300	55330	-35970	0.06	0.61	161	97	-64
0049	3T	136	1498	75	149800	132660	-17140	0.05	0.89	265	234	-31
0049	3T	142	175	22	17500	18440	940	0.13	1.05	30	32	2
0049	3T	143	71	7	7100	6170	-930	0.10	0.87	12	10	-2
0049	3T	145	834	28	83400	32500	-50900	0.03	0.39	147	57	-90
0049	3T	146	1136	54	113600	89340	-24260	0.05	0.79	201	158	-43
0049	3T	152	134	2	13400	3170	-10230	0.01	0.24	23	5	-18
0049	3T	153	173	6	17300	8710	-8590	0.03	0.50	30	15	-15
0049	3T	154	244	9	24400	31080	6680	0.04	1.27	43	55	12
0049	3T	156	961	24	96100	76600	-19500	0.02	0.80	170	135	-35
0049	3T	162	53	0	5300	0	-5300	0.00	0.00	9	0	-9
0049	3T	163	80	2	8000	4030	-3970	0.03	0.50	14	7	-7
0049	3T	164	126	3	12600	9260	-3340	0.02	0.73	22	16	-6
